"ID","nomArch","coteArch","dateEntree","nature","modeEntree","servProd","typeProd","activiteProd","descContenu","natureSupport","mlEntree","nbreArt","dateYear"
1217,"Archives municipales d'Avignon","1383W","14/11/2018","Archives publiques","Versement",NA,NA,"Foncier","30 articles DIA (2017).","Support papier","3",30,"2018"
1218,"Archives municipales d'Avignon","1384W","19/11/2018","Archives publiques","Versement",NA,NA,"Enseignement","143 articles (1984-2017).","Support papier","0",143,"2018"
1219,"Archives municipales d'Avignon","1Z77","14/11/2018","Archives privées","Duplication",NA,NA,"Crousillat-Drüke, Michel","Substituts numériques (originaux rendus après numérisation).","Support papier","0",0,"2018"
1220,"Archives municipales d'Avignon","153Fi","27/12/2017","Archives privées","Don",NA,NA,"Ullmann, Michel","Plaques de verre stéréoscopiques 45x107","Support papier","0",2013,"2017"
1221,"Archives municipales d'Avignon","1385W","07/12/2018","Archives publiques","Versement",NA,NA,"Enseignement","79 articles (1962-2017).","Support papier","0",79,"2018"
1222,"Archives municipales d'Avignon","1Z78","11/12/2018","Archives privées","Don",NA,NA,"Lot de documents, plans et manuscrits","Lot de divers documents concernant le colonel de Montchenu et la famille Luneau","Support papier","0,03",1,"2018"
1223,"Archives municipales d'Avignon","1386W","20/12/2018","Archives publiques","Versement",NA,NA,"Patrimoine et habitat","71 articles + 1 photo","Support électronique","13",72,"2018"
1224,"Archives municipales d'Avignon","8AV3","28/12/2018","Archives privées","Don",NA,NA,"DVD prison Sainte-Anne","Film numérisé gravé sur DVD portant sur le transfert des prisonniers depuis la prison Sainte-Anne le dimanche 30 mars 2003. Réalisé par un habitant du quartier depuis ses fenêtres.","Support électronique","0,01",1,"2018"
1225,"Archives municipales d'Avignon","1387W","21/01/2019","Archives publiques","Versement",NA,NA,"Direction générale des services techniques","4 articles (1972-2015) + 8 panneaux rénovation stade nautique (2018).","Support mixte","5,6",12,"2019"
1226,"Archives municipales d'Avignon","109Z","15/10/2018","Archives privées","Don",NA,NA,"Groupe de travail Histoire et graffitis de la prison Sainte-Anne","- Photographies numériques résultant de la campagne photographique systématique menée du 1er au 5 octobre 2018 par les photographes Thomas Bohl, Eric Marque, Damien Nadal et Yves Schleiss et les étudiants Marie Meusnier, Loïc Bost, Frédéric Dylbaitys, Pie","Support papier","0",0,"2018"
1227,"Archives municipales d'Avignon","1388W","10/01/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","54 articles autorisations du sol (2010).","Support papier","0",54,"2019"
1228,"Archives municipales d'Avignon","1390W","18/01/2019","Archives publiques","Versement",NA,NA,"Hygiène","27 articles (2003-2017)","Support papier","4",27,"2019"
1229,"Archives municipales d'Avignon","1389W","10/01/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","35 articles autorisations du sol (2009).","Support papier","3,8",35,"2019"
1230,"Archives municipales d'Avignon","15Fi281","11/01/2019","Archives privées","Don",NA,NA,"1 photographie format numérique","Photographie aérienne des bombardements du 27 mai 1944. Elle appartient à la collection de M. Gregory Pons","Support mixte","0,01",1,"2019"
1231,"Archives municipales d'Avignon","Bibliothèque","11/01/2019","Archives privées","Don",NA,NA,"Trois ouvrages sur l'US Air Force","Trois ouvrages sur l'US Air Force (1941-1945) : 8th, 9th et UMSC.","Support papier","0,06",3,"2019"
1232,"Archives municipales d'Avignon","94Fi","16/10/2018","Archives privées","Don",NA,NA,"Anne-Marie Aubanel","Portrait photographique, dessin panoramique de Lorraine, carte de visite, etc.","Support papier","0",0,"2018"
1233,"Archives municipales d'Avignon","1Z79","18/10/2018","Archives privées","Don",NA,NA,"Jean-Pierre Burlet","Notes de campagne de poilu.","Support papier","0,05",1,"2018"
1234,"Archives municipales d'Avignon","111Z","13/11/2018",NA,"Don",NA,NA,"M. Jauffret","Archives de la société Bietrix (chardons cardères). Papiers Archives privées de la famille Jauffret.","Support papier","1,65",0,"2018"
1235,"Archives municipales d'Avignon","1Z80","30/11/2018","Archives privées","Achat",NA,NA,"Archives familles Valayer et Cloix","Lot de documents provenant de l'immeuble du 19 rue de la Croix et concernant la famille Valayer et plus particulièrement l'ancien maire d'Avignon, Louis Valayer, mais aussi la famille du général Cloix qui vécut à la même adresse.","Support papier","0,1",1,"2018"
1236,"Archives municipales d'Avignon","1391W","28/01/2019","Archives publiques","Versement",NA,NA,"Etat-civil","Archives bureau des décès (2018).","Support papier","0",6,"2019"
1237,"Archives municipales d'Avignon","1392W","28/01/2019","Archives publiques","Versement",NA,NA,"Etat-civil","Archives bureau des mariages : baptêmes civils et renouvellements de voeux (2018).","Support papier","0",1,"2019"
1238,"Archives municipales d'Avignon","1393W","28/01/2019","Archives publiques","Versement",NA,NA,"Etat-civil","Bureau des mariages : dossiers de PACS (2018) et PACS dissous en 2018.","Support mixte","0",8,"2019"
1239,"Archives municipales d'Avignon","112Z","29/01/2019","Archives privées","Don",NA,NA,"Fonds Rieu","Plan de l'îlot d'immeubles avant la place des halles.","Support papier","0,1",0,"2019"
1240,"Archives municipales d'Avignon","1394W","28/01/2019","Archives publiques","Versement",NA,NA,"Action culturelle","17 articles","Support papier","2",17,"2019"
1241,"Archives municipales d'Avignon","1395W","05/02/2019","Archives publiques","Versement",NA,NA,"Archives municipales","9 articles archives de la Mission de l'Inventaire Historique (1997-2012).","Support papier","1,2",9,"2019"
1242,"Archives municipales d'Avignon","1396W","05/02/2019","Archives publiques","Versement",NA,NA,"Archives municipales","10 articles archives dossiers préparation des expositions du service (2013-2017).","Support papier","0",10,"2019"
1243,"Archives municipales d'Avignon","1397W","25/06/2019","Archives publiques","Versement",NA,NA,"Centre de vacances et de loisirs","34 articles de fonctionnement de l'association (1940-2017).","Support papier","0",34,"2019"
1244,"Archives municipales d'Avignon","2Fi176","22/01/2019","Archives privées","Achat",NA,NA,"Aquarelle de Jean-Baptiste Brunel datée de 1910","Aquarelle de Brunel représentant la façade du palais des papes telle qu'elle existait en 1854","Support papier","0,01",1,"2019"
1245,"Archives municipales d'Avignon","6Fi1276","11/02/2019","Archives privées","Achat",NA,NA,"Photographie d'une devanture de commerce","Photographie d'une devanture d'un café restaurant, pension ouvrière et chambres pour voyageurs","Support papier","0,01",1,"2019"
1246,"Archives municipales d'Avignon","158Fi","30/11/2018","Archives privées","Achat",NA,NA,"Lot de 67 estampes et dessins","Lot de 67 estampes, dessins provenant des collections de M. Alain Maureau décédé en 2018.","Support papier","0,1",67,"2018"
1247,"Archives municipales d'Avignon","7AV81","27/11/2018","Archives privées","Don",NA,NA,"Film Gaumont Actualités 35mm","Film Gaumont Actualités. - Inondations en Avignon : film de 35mm. (140m.). Mention d'Yvonne Calamel.","Support papier","0",0,"2018"
1248,"Archives municipales d'Avignon","Bibliothèque","08/02/2019",NA,"Don",NA,NA,"Ouvrages de bibliothèque","Ouvrages de bibliothèque.","Support papier","0,25",5,"2019"
1249,"Archives municipales d'Avignon","GG2-151","18/12/2018","Archives publiques","Réintégration",NA,NA,"Série GG","GG2-151 (dont lacunes).","Support papier","5,63",0,"2018"
1250,"Archives municipales d'Avignon","GG152-278","26/01/2019","Archives publiques","Réintégration",NA,NA,"Série GG","GG 152-278 (dont lacunes et suppléments).","Support papier","8,4",0,"2019"
1251,"Archives municipales d'Avignon","GG279-419","11/02/2019","Archives publiques","Réintégration",NA,NA,"Série GG","GG279-419 (dont lacunes et suppléments).","Support papier","10,08",0,"2019"
1252,"Archives municipales d'Avignon","1398W","04/07/2019","Archives publiques","Versement",NA,NA,"Affaires générales et militaires",NA,"Support mixte","0,6",5,"2019"
1253,"Archives municipales d'Avignon","1399W","18/02/2019","Archives publiques","Versement",NA,NA,"Contentieux","36 articles affaires contentieuses (1998-2013).","Support mixte","3,8",36,"2019"
1254,"Archives municipales d'Avignon",NA,"21/02/2019","Archives privées","Achat",NA,NA,"Fonds du photographe Thomas Bohl","Séries de photographies numériques ""les portes d'Avignon"" et ""les rues d'Avignon"".","Support papier","0",0,"2019"
1255,"Archives municipales d'Avignon",NA,"21/02/2019","Archives privées","Don",NA,NA,"Fonds du Laboratoire de photographie sociale et populaire","Plusieurs séries de photographies numériques issues d'ateliers de Thomas Bohl avec des jeunes d'Avignon (dans le cadre de missions financées par différentes partenaires institutionnels : MPT Champfleury, centres sociaux, etc.).","Support papier","0",0,"2019"
1256,"Archives municipales d'Avignon","1Z81","25/06/2018","Archives privées","Don",NA,NA,"Fonds Pascal, Andrée","Archives familiales (1914-1968).","Support papier","0,01",1,"2018"
1257,"Archives municipales d'Avignon","1Z82","24/05/2018","Archives privées","Don",NA,NA,"Fonds Castelli, André","Petite collecte 1968 : Affiche de la projection de ""Mais qu'est-ce qu'elles veules ?"" de Coline Serreau à la MJC de la Croix des Oiseaux, numéros du Vaucluse syndicaliste de mai, juin et décembre 1968.","Support papier","0,05",1,"2018"
1258,"Archives municipales d'Avignon","1Z83","24/05/2018","Archives privées","Don",NA,NA,"Fonds Salard, Georges","Petite collecte 1968 : chanson Le Limonaire écrite par Georges Salard (alors employé municipal et chansonnier) en lien avec le mouvement de 1968.","Support papier","0,001",1,"2018"
1259,"Archives municipales d'Avignon","1401W","06/03/2019","Archives publiques","Versement",NA,NA,"Centre hospitalier d'Avignon","Dossiers patients (1945-1988).","Support papier","13",0,"2019"
1260,"Archives municipales d'Avignon","1402W","11/03/2019","Archives publiques","Versement",NA,NA,"Foncier","25 articles dossiers cessions acquisitions (1960-2014).","Support papier","0",25,"2019"
1261,"Archives municipales d'Avignon","1403W","28/03/2019","Archives publiques","Versement",NA,NA,"Centre hospitalier d'Avignon","4 boites cellule marchés (2006-2008).","Support mixte","0,5",4,"2019"
1262,"Archives municipales d'Avignon","1404W","22/03/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","Autorisations d'urbanisme (2011).","Support papier","0",0,"2019"
1263,"Archives municipales d'Avignon","1405W","22/03/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","Autorisations d'urbanisme (2013).","Support papier","0",80,"2019"
1264,"Archives municipales d'Avignon","1400W","04/03/2019","Archives publiques","Versement",NA,NA,"Direction administrative des services techniques","Transfert sous la cote 1400W des articles à conserver appartenant au 705W.","Support papier","0",358,"2019"
1265,"Archives municipales d'Avignon","ND","02/04/2019","Archives publiques","Réintégration",NA,NA,"Lettre manuscrite au maire d'Avignon, 1841","Lettre manuscrite du maire de Chauffailles au maire d'Avignon en date du 13 février 1841","Support papier","0,01",1,"2019"
1266,"Archives municipales d'Avignon","1Z","02/04/2019","Archives privées","Achat",NA,NA,"Manuscrit d'Honorati","Cahier manuscrit et probablement autographe de M. D'Honorati relatant les événements vécus ou vus de 1789 à 1807 environ. Papier, 48 pages dont 26 vierges.","Support papier","0,01",1,"2019"
1267,"Archives municipales d'Avignon","1406W","11/04/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","Autorisations urbanisme (2006).","Support papier","0",0,"2019"
1268,"Archives municipales d'Avignon","1407W","11/04/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","Archives vrac service","Support papier","0",0,"2019"
1269,"Archives municipales d'Avignon","1408W","23/04/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","Autorisations urbanisme (2007).","Support papier","0",0,"2019"
1270,"Archives municipales d'Avignon","1409W","23/04/2019","Archives publiques","Versement",NA,NA,"Urbanisme réglementaire","Autorisations urbanisme (2008).","Support papier","0",0,"2019"
1271,"Archives municipales d'Avignon","1410W","06/05/2019","Archives publiques","Versement",NA,NA,"Personnel-carrières","22 articles + vrac bureau Frédéric COLOMBA.","Support papier","8",22,"2019"
1272,"Archives municipales d'Avignon","1411W","13/05/2019","Archives publiques","Versement",NA,NA,"Commande publique","Traitement du vrac du service des marchés déposé à Autrand.","Support papier","0",0,"2019"
1273,"Archives municipales d'Avignon","1412W","14/05/2019","Archives publiques","Versement",NA,NA,"Personnel-carrières","Registres des arrêtés du maire concernant le personnel.","Support papier","11",0,"2019"
1274,"Archives municipales d'Avignon","1413W","17/05/2019","Archives publiques","Versement",NA,NA,"Police municipale","Archives du poste PM du Pont des Deux Eaux : 16 articles (2011-2017).","Support papier","2",16,"2019"
1275,"Archives municipales d'Avignon","113Z","21/05/2019","Archives privées","Don",NA,NA,"Syndicat CGT Union locale","Conventions collectives, Congrès (partiel), vrac","Support papier","9",0,"2019"
1276,"Archives municipales d'Avignon","114Z","22/05/2019","Archives privées","Don",NA,NA,"Fonds Jean-Louis Taupin","Architecte Jean-Louis Taupin. Dossiers, plans, calques, études, etc.","Support papier","5",0,"2019"
1277,"Archives municipales d'Avignon","162Fi","02/05/2019","Archives privées","Don",NA,NA,"Fonds Christian Loury","12 boites Dimab contenant des photographies","Support papier","4",12,"2019"
1278,"Archives municipales d'Avignon","1414W","26/07/2019","Archives publiques","Versement",NA,NA,"Commande publique","30 articles de CONR","Support papier","0",30,"2019"
